"MTU (UTC)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"04/06/2025 14:30 - 04/06/2025 14:45","BZN|DE-LU","58340.40","57958.95"
"04/06/2025 14:45 - 04/06/2025 15:00","BZN|DE-LU","58237.64","57298.77"
"04/06/2025 15:00 - 04/06/2025 15:15","BZN|DE-LU","59185.02","57446.43"
"04/06/2025 15:15 - 04/06/2025 15:30","BZN|DE-LU","58969.15","58478.53"
"04/06/2025 15:30 - 04/06/2025 15:45","BZN|DE-LU","59385.12","57680.69"
"04/06/2025 15:45 - 04/06/2025 16:00","BZN|DE-LU","59682.24","57563.09"
"04/06/2025 16:00 - 04/06/2025 16:15","BZN|DE-LU","60226.30","57839.62"
"04/06/2025 16:15 - 04/06/2025 16:30","BZN|DE-LU","60081.27","57778.20"
"04/06/2025 16:30 - 04/06/2025 16:45","BZN|DE-LU","59988.50","57647.73"
"04/06/2025 16:45 - 04/06/2025 17:00","BZN|DE-LU","59999.20","57774.96"
"04/06/2025 17:00 - 04/06/2025 17:15","BZN|DE-LU","59827.62","57823.37"
"04/06/2025 17:15 - 04/06/2025 17:30","BZN|DE-LU","59260.93","57495.11"
"04/06/2025 17:30 - 04/06/2025 17:45","BZN|DE-LU","59166.00","57345.26"
"04/06/2025 17:45 - 04/06/2025 18:00","BZN|DE-LU","58838.60","56960.74"
"04/06/2025 18:00 - 04/06/2025 18:15","BZN|DE-LU","58285.27","56085.11"
"04/06/2025 18:15 - 04/06/2025 18:30","BZN|DE-LU","57607.81","55526.02"
"04/06/2025 18:30 - 04/06/2025 18:45","BZN|DE-LU","56874.98","54754.27"
"04/06/2025 18:45 - 04/06/2025 19:00","BZN|DE-LU","56098.36","54333.48"
"04/06/2025 19:00 - 04/06/2025 19:15","BZN|DE-LU","55368.64","53887.51"
"04/06/2025 19:15 - 04/06/2025 19:30","BZN|DE-LU","54640.41","53159.33"
"04/06/2025 19:30 - 04/06/2025 19:45","BZN|DE-LU","54292.15","52617.94"
"04/06/2025 19:45 - 04/06/2025 20:00","BZN|DE-LU","53819.88","51696.43"
"04/06/2025 20:00 - 04/06/2025 20:15","BZN|DE-LU","53113.74","50635.74"
"04/06/2025 20:15 - 04/06/2025 20:30","BZN|DE-LU","52456.19","50025.70"
"04/06/2025 20:30 - 04/06/2025 20:45","BZN|DE-LU","51655.67","49251.97"
"04/06/2025 20:45 - 04/06/2025 21:00","BZN|DE-LU","50266.36","48343.12"
"04/06/2025 21:00 - 04/06/2025 21:15","BZN|DE-LU","49337.48","47570.18"
"04/06/2025 21:15 - 04/06/2025 21:30","BZN|DE-LU","48108.25","46750.77"
"04/06/2025 21:30 - 04/06/2025 21:45","BZN|DE-LU","47953.45","46044.24"
"04/06/2025 21:45 - 04/06/2025 22:00","BZN|DE-LU","47180.62","45521.18"
"04/06/2025 22:00 - 04/06/2025 22:15","BZN|DE-LU","45530.52","46303.12"
"04/06/2025 22:15 - 04/06/2025 22:30","BZN|DE-LU","45246.85","45794.72"
"04/06/2025 22:30 - 04/06/2025 22:45","BZN|DE-LU","44719.56","45071.81"
"04/06/2025 22:45 - 04/06/2025 23:00","BZN|DE-LU","44312.86","45290.08"
"04/06/2025 23:00 - 04/06/2025 23:15","BZN|DE-LU","43622.16","44444.58"
"04/06/2025 23:15 - 04/06/2025 23:30","BZN|DE-LU","43235.50","43887.08"
"04/06/2025 23:30 - 04/06/2025 23:45","BZN|DE-LU","43279.57","43851.69"
"04/06/2025 23:45 - 05/06/2025 00:00","BZN|DE-LU","43053.77","43729.09"
"05/06/2025 00:00 - 05/06/2025 00:15","BZN|DE-LU","42610.55","43349.08"
"05/06/2025 00:15 - 05/06/2025 00:30","BZN|DE-LU","42601.62","43135.96"
"05/06/2025 00:30 - 05/06/2025 00:45","BZN|DE-LU","42794.95","42997.21"
"05/06/2025 00:45 - 05/06/2025 01:00","BZN|DE-LU","42717.39","43406.23"
"05/06/2025 01:00 - 05/06/2025 01:15","BZN|DE-LU","42568.22","43133.26"
"05/06/2025 01:15 - 05/06/2025 01:30","BZN|DE-LU","42337.87","43466.76"
"05/06/2025 01:30 - 05/06/2025 01:45","BZN|DE-LU","42258.16","43430.36"
"05/06/2025 01:45 - 05/06/2025 02:00","BZN|DE-LU","42379.17","43210.74"
"05/06/2025 02:00 - 05/06/2025 02:15","BZN|DE-LU","42891.51","43432.43"
"05/06/2025 02:15 - 05/06/2025 02:30","BZN|DE-LU","43416.04","44151.41"
"05/06/2025 02:30 - 05/06/2025 02:45","BZN|DE-LU","43545.10","44534.05"
"05/06/2025 02:45 - 05/06/2025 03:00","BZN|DE-LU","43900.75","44437.29"
"05/06/2025 03:00 - 05/06/2025 03:15","BZN|DE-LU","45168.20","45528.85"
"05/06/2025 03:15 - 05/06/2025 03:30","BZN|DE-LU","45555.29","45666.57"
"05/06/2025 03:30 - 05/06/2025 03:45","BZN|DE-LU","46542.80","46002.60"
"05/06/2025 03:45 - 05/06/2025 04:00","BZN|DE-LU","47757.29","46847.86"
"05/06/2025 04:00 - 05/06/2025 04:15","BZN|DE-LU","50782.45","49229.91"
"05/06/2025 04:15 - 05/06/2025 04:30","BZN|DE-LU","52324.24","50682.71"
"05/06/2025 04:30 - 05/06/2025 04:45","BZN|DE-LU","53911.03","52240.75"
"05/06/2025 04:45 - 05/06/2025 05:00","BZN|DE-LU","54809.59","53551.44"
"05/06/2025 05:00 - 05/06/2025 05:15","BZN|DE-LU","56026.63","54852.21"
"05/06/2025 05:15 - 05/06/2025 05:30","BZN|DE-LU","57528.21","55947.26"
"05/06/2025 05:30 - 05/06/2025 05:45","BZN|DE-LU","58795.50","57333.71"
"05/06/2025 05:45 - 05/06/2025 06:00","BZN|DE-LU","59987.57","58017.02"
"05/06/2025 06:00 - 05/06/2025 06:15","BZN|DE-LU","59628.49","58916.09"
"05/06/2025 06:15 - 05/06/2025 06:30","BZN|DE-LU","60855.24","59378.56"
"05/06/2025 06:30 - 05/06/2025 06:45","BZN|DE-LU","61506.15","60254.77"
"05/06/2025 06:45 - 05/06/2025 07:00","BZN|DE-LU","61546.10","60837.60"
"05/06/2025 07:00 - 05/06/2025 07:15","BZN|DE-LU","61509.10","61122.88"
"05/06/2025 07:15 - 05/06/2025 07:30","BZN|DE-LU","61157.61","61499.05"
"05/06/2025 07:30 - 05/06/2025 07:45","BZN|DE-LU","61597.63","62183.14"
"05/06/2025 07:45 - 05/06/2025 08:00","BZN|DE-LU","62706.06","62589.01"
"05/06/2025 08:00 - 05/06/2025 08:15","BZN|DE-LU","62040.01","62438.64"
"05/06/2025 08:15 - 05/06/2025 08:30","BZN|DE-LU","62521.74","62610.92"
"05/06/2025 08:30 - 05/06/2025 08:45","BZN|DE-LU","62598.86","63214.01"
"05/06/2025 08:45 - 05/06/2025 09:00","BZN|DE-LU","62984.77","63434.59"
"05/06/2025 09:00 - 05/06/2025 09:15","BZN|DE-LU","62177.57","63557.97"
"05/06/2025 09:15 - 05/06/2025 09:30","BZN|DE-LU","62728.80","63809.40"
"05/06/2025 09:30 - 05/06/2025 09:45","BZN|DE-LU","62157.22","64480.89"
"05/06/2025 09:45 - 05/06/2025 10:00","BZN|DE-LU","61928.18","64432.67"
"05/06/2025 10:00 - 05/06/2025 10:15","BZN|DE-LU","61663.02","63985.54"
"05/06/2025 10:15 - 05/06/2025 10:30","BZN|DE-LU","61674.75","63628.81"
"05/06/2025 10:30 - 05/06/2025 10:45","BZN|DE-LU","61498.32","63626.45"
"05/06/2025 10:45 - 05/06/2025 11:00","BZN|DE-LU","61475.97","63500.03"
"05/06/2025 11:00 - 05/06/2025 11:15","BZN|DE-LU","61029.78","63718.81"
"05/06/2025 11:15 - 05/06/2025 11:30","BZN|DE-LU","60333.31","63263.84"
"05/06/2025 11:30 - 05/06/2025 11:45","BZN|DE-LU","60108.56","62943.70"
"05/06/2025 11:45 - 05/06/2025 12:00","BZN|DE-LU","59919.06","62616.33"
"05/06/2025 12:00 - 05/06/2025 12:15","BZN|DE-LU","59291.84","62168.85"
"05/06/2025 12:15 - 05/06/2025 12:30","BZN|DE-LU","58771.77","61457.37"
"05/06/2025 12:30 - 05/06/2025 12:45","BZN|DE-LU","58490.75","60926.21"
"05/06/2025 12:45 - 05/06/2025 13:00","BZN|DE-LU","58244.41","60836.56"
"05/06/2025 13:00 - 05/06/2025 13:15","BZN|DE-LU","59477.50","60383.49"
"05/06/2025 13:15 - 05/06/2025 13:30","BZN|DE-LU","58100.12","59762.03"
"05/06/2025 13:30 - 05/06/2025 13:45","BZN|DE-LU","57751.50","59318.77"
"05/06/2025 13:45 - 05/06/2025 14:00","BZN|DE-LU","57735.42","59153.39"
"05/06/2025 14:00 - 05/06/2025 14:15","BZN|DE-LU","57841.59","59202.11"
"05/06/2025 14:15 - 05/06/2025 14:30","BZN|DE-LU","57742.74","58659.80"
"05/06/2025 14:30 - 05/06/2025 14:45","BZN|DE-LU","57993.82","58040.86"
"05/06/2025 14:45 - 05/06/2025 15:00","BZN|DE-LU","57294.02","58387.41"
"05/06/2025 15:00 - 05/06/2025 15:15","BZN|DE-LU","57379.46","58671.53"
"05/06/2025 15:15 - 05/06/2025 15:30","BZN|DE-LU","56995.14","58592.80"
"05/06/2025 15:30 - 05/06/2025 15:45","BZN|DE-LU","57296.75","58390.65"
"05/06/2025 15:45 - 05/06/2025 16:00","BZN|DE-LU","57449.06","58419.27"
"05/06/2025 16:00 - 05/06/2025 16:15","BZN|DE-LU","57602.94","58587.08"
"05/06/2025 16:15 - 05/06/2025 16:30","BZN|DE-LU","56914.43","58374.96"
"05/06/2025 16:30 - 05/06/2025 16:45","BZN|DE-LU","57029.69","58864.32"
"05/06/2025 16:45 - 05/06/2025 17:00","BZN|DE-LU","56604.19","59006.63"
"05/06/2025 17:00 - 05/06/2025 17:15","BZN|DE-LU","57694.14","59521.73"
"05/06/2025 17:15 - 05/06/2025 17:30","BZN|DE-LU","56828.85","58189.42"
"05/06/2025 17:30 - 05/06/2025 17:45","BZN|DE-LU","56503.12","57799.58"
"05/06/2025 17:45 - 05/06/2025 18:00","BZN|DE-LU","56099.01","57445.68"
"05/06/2025 18:00 - 05/06/2025 18:15","BZN|DE-LU","56206.25","57383.08"
"05/06/2025 18:15 - 05/06/2025 18:30","BZN|DE-LU","55986.37","56690.71"
"05/06/2025 18:30 - 05/06/2025 18:45","BZN|DE-LU","55342.19","55729.18"
"05/06/2025 18:45 - 05/06/2025 19:00","BZN|DE-LU","54871.55","55622.25"
"05/06/2025 19:00 - 05/06/2025 19:15","BZN|DE-LU","53750.85","55127.07"
"05/06/2025 19:15 - 05/06/2025 19:30","BZN|DE-LU","54046.44","54847.75"
"05/06/2025 19:30 - 05/06/2025 19:45","BZN|DE-LU","53470.36","53883.72"
"05/06/2025 19:45 - 05/06/2025 20:00","BZN|DE-LU","52951.84","53339.71"
"05/06/2025 20:00 - 05/06/2025 20:15","BZN|DE-LU","51712.73","52521.22"
"05/06/2025 20:15 - 05/06/2025 20:30","BZN|DE-LU","51862.17","51920.28"
"05/06/2025 20:30 - 05/06/2025 20:45","BZN|DE-LU","50878.77","50948.82"
"05/06/2025 20:45 - 05/06/2025 21:00","BZN|DE-LU","49693.79","49789.77"
"05/06/2025 21:00 - 05/06/2025 21:15","BZN|DE-LU","48857.85","49148.69"
"05/06/2025 21:15 - 05/06/2025 21:30","BZN|DE-LU","48393.57","48446.96"
"05/06/2025 21:30 - 05/06/2025 21:45","BZN|DE-LU","48227.94","47872.65"
"05/06/2025 21:45 - 05/06/2025 22:00","BZN|DE-LU","47552.75","47233.50"
"05/06/2025 22:00 - 05/06/2025 22:15","BZN|DE-LU","45595.89","46534.75"
"05/06/2025 22:15 - 05/06/2025 22:30","BZN|DE-LU","44910.01","46040.02"
"05/06/2025 22:30 - 05/06/2025 22:45","BZN|DE-LU","44518.56","45616.96"
"05/06/2025 22:45 - 05/06/2025 23:00","BZN|DE-LU","44458.79","45073.80"
"05/06/2025 23:00 - 05/06/2025 23:15","BZN|DE-LU","44126.50","44623.89"
"05/06/2025 23:15 - 05/06/2025 23:30","BZN|DE-LU","44197.43","44194.18"
"05/06/2025 23:30 - 05/06/2025 23:45","BZN|DE-LU","43490.29","44000.68"
"05/06/2025 23:45 - 06/06/2025 00:00","BZN|DE-LU","43689.06","43897.88"
"06/06/2025 00:00 - 06/06/2025 00:15","BZN|DE-LU","43336.90","43516.46"
"06/06/2025 00:15 - 06/06/2025 00:30","BZN|DE-LU","43277.46","43398.86"
"06/06/2025 00:30 - 06/06/2025 00:45","BZN|DE-LU","43347.56","43416.11"
"06/06/2025 00:45 - 06/06/2025 01:00","BZN|DE-LU","43320.76","43425.10"
"06/06/2025 01:00 - 06/06/2025 01:15","BZN|DE-LU","43505.10","43481.41"
"06/06/2025 01:15 - 06/06/2025 01:30","BZN|DE-LU","43655.68","43631.18"
"06/06/2025 01:30 - 06/06/2025 01:45","BZN|DE-LU","43872.96","43573.50"
"06/06/2025 01:45 - 06/06/2025 02:00","BZN|DE-LU","44307.17","43707.53"
"06/06/2025 02:00 - 06/06/2025 02:15","BZN|DE-LU","44692.99","43964.54"
"06/06/2025 02:15 - 06/06/2025 02:30","BZN|DE-LU","44914.47","44127.90"
"06/06/2025 02:30 - 06/06/2025 02:45","BZN|DE-LU","44934.72","44703.85"
"06/06/2025 02:45 - 06/06/2025 03:00","BZN|DE-LU","45179.45","45095.55"
"06/06/2025 03:00 - 06/06/2025 03:15","BZN|DE-LU","46464.93","46097.73"
"06/06/2025 03:15 - 06/06/2025 03:30","BZN|DE-LU","47023.84","46687.30"
"06/06/2025 03:30 - 06/06/2025 03:45","BZN|DE-LU","48293.21","47354.15"
"06/06/2025 03:45 - 06/06/2025 04:00","BZN|DE-LU","49322.93","48523.60"
"06/06/2025 04:00 - 06/06/2025 04:15","BZN|DE-LU","51504.58","50839.10"
"06/06/2025 04:15 - 06/06/2025 04:30","BZN|DE-LU","53599.07","52106.81"
"06/06/2025 04:30 - 06/06/2025 04:45","BZN|DE-LU","55380.86","53869.99"
"06/06/2025 04:45 - 06/06/2025 05:00","BZN|DE-LU","56344.95","55349.59"
"06/06/2025 05:00 - 06/06/2025 05:15","BZN|DE-LU","57783.87","56768.79"
"06/06/2025 05:15 - 06/06/2025 05:30","BZN|DE-LU","58928.20","57855.86"
"06/06/2025 05:30 - 06/06/2025 05:45","BZN|DE-LU","59817.55","58847.66"
"06/06/2025 05:45 - 06/06/2025 06:00","BZN|DE-LU","60911.07","59477.81"
"06/06/2025 06:00 - 06/06/2025 06:15","BZN|DE-LU","61524.49","60296.06"
"06/06/2025 06:15 - 06/06/2025 06:30","BZN|DE-LU","62208.01","61030.83"
"06/06/2025 06:30 - 06/06/2025 06:45","BZN|DE-LU","62512.24","61399.13"
"06/06/2025 06:45 - 06/06/2025 07:00","BZN|DE-LU","62630.69","61202.82"
"06/06/2025 07:00 - 06/06/2025 07:15","BZN|DE-LU","62843.92","61483.01"
"06/06/2025 07:15 - 06/06/2025 07:30","BZN|DE-LU","63428.34","61513.06"
"06/06/2025 07:30 - 06/06/2025 07:45","BZN|DE-LU","63974.94","61890.61"
"06/06/2025 07:45 - 06/06/2025 08:00","BZN|DE-LU","64649.56","61973.94"
"06/06/2025 08:00 - 06/06/2025 08:15","BZN|DE-LU","64425.00","62538.48"
"06/06/2025 08:15 - 06/06/2025 08:30","BZN|DE-LU","63958.11","62696.24"
"06/06/2025 08:30 - 06/06/2025 08:45","BZN|DE-LU","63478.62","62987.43"
"06/06/2025 08:45 - 06/06/2025 09:00","BZN|DE-LU","63435.20","62965.44"
"06/06/2025 09:00 - 06/06/2025 09:15","BZN|DE-LU","61835.54","63008.42"
"06/06/2025 09:15 - 06/06/2025 09:30","BZN|DE-LU","61916.97","63107.36"
"06/06/2025 09:30 - 06/06/2025 09:45","BZN|DE-LU","62043.09","63170.68"
"06/06/2025 09:45 - 06/06/2025 10:00","BZN|DE-LU","61831.02","63301.55"
"06/06/2025 10:00 - 06/06/2025 10:15","BZN|DE-LU","61693.31","62806.69"
"06/06/2025 10:15 - 06/06/2025 10:30","BZN|DE-LU","61472.79","62251.33"
"06/06/2025 10:30 - 06/06/2025 10:45","BZN|DE-LU","61153.59","62040.89"
"06/06/2025 10:45 - 06/06/2025 11:00","BZN|DE-LU","60965.80","61815.01"
"06/06/2025 11:00 - 06/06/2025 11:15","BZN|DE-LU","60506.42","61224.17"
"06/06/2025 11:15 - 06/06/2025 11:30","BZN|DE-LU","60491.40","60664.14"
"06/06/2025 11:30 - 06/06/2025 11:45","BZN|DE-LU","59234.77","60244.38"
"06/06/2025 11:45 - 06/06/2025 12:00","BZN|DE-LU","58421.31","59708.90"
"06/06/2025 12:00 - 06/06/2025 12:15","BZN|DE-LU","57894.46","58904.00"
"06/06/2025 12:15 - 06/06/2025 12:30","BZN|DE-LU","57869.34","58505.33"
"06/06/2025 12:30 - 06/06/2025 12:45","BZN|DE-LU","57830.61","58158.97"
"06/06/2025 12:45 - 06/06/2025 13:00","BZN|DE-LU","57424.15","57820.09"
"06/06/2025 13:00 - 06/06/2025 13:15","BZN|DE-LU","58111.37","57703.33"
"06/06/2025 13:15 - 06/06/2025 13:30","BZN|DE-LU","57043.14","57435.11"
"06/06/2025 13:30 - 06/06/2025 13:45","BZN|DE-LU","56292.25","57083.88"
"06/06/2025 13:45 - 06/06/2025 14:00","BZN|DE-LU","56019.63","56827.83"
"06/06/2025 14:00 - 06/06/2025 14:15","BZN|DE-LU","56938.50","57411.20"
"06/06/2025 14:15 - 06/06/2025 14:30","BZN|DE-LU","55184.97","56802.91"
"06/06/2025 14:30 - 06/06/2025 14:45","BZN|DE-LU","54899.67","56765.92"
"06/06/2025 14:45 - 06/06/2025 15:00","BZN|DE-LU","54959.84","56564.94"
"06/06/2025 15:00 - 06/06/2025 15:15","BZN|DE-LU","56439.12","56955.42"
"06/06/2025 15:15 - 06/06/2025 15:30","BZN|DE-LU","55507.88","56938.28"
"06/06/2025 15:30 - 06/06/2025 15:45","BZN|DE-LU","55433.42","56595.10"
"06/06/2025 15:45 - 06/06/2025 16:00","BZN|DE-LU","55826.67","56900.13"
"06/06/2025 16:00 - 06/06/2025 16:15","BZN|DE-LU","56480.98","56788.59"
"06/06/2025 16:15 - 06/06/2025 16:30","BZN|DE-LU","55358.66","57122.36"
"06/06/2025 16:30 - 06/06/2025 16:45","BZN|DE-LU","54819.08","57178.47"
"06/06/2025 16:45 - 06/06/2025 17:00","BZN|DE-LU","54297.83","57486.23"
"06/06/2025 17:00 - 06/06/2025 17:15","BZN|DE-LU","54633.36","57411.47"
"06/06/2025 17:15 - 06/06/2025 17:30","BZN|DE-LU","54116.75","57157.07"
"06/06/2025 17:30 - 06/06/2025 17:45","BZN|DE-LU","54122.44","56996.40"
"06/06/2025 17:45 - 06/06/2025 18:00","BZN|DE-LU","53214.41","56577.39"
"06/06/2025 18:00 - 06/06/2025 18:15","BZN|DE-LU","54065.27","56049.25"
"06/06/2025 18:15 - 06/06/2025 18:30","BZN|DE-LU","53187.43","55288.35"
"06/06/2025 18:30 - 06/06/2025 18:45","BZN|DE-LU","52413.87","54753.46"
"06/06/2025 18:45 - 06/06/2025 19:00","BZN|DE-LU","51907.89","54217.87"
"06/06/2025 19:00 - 06/06/2025 19:15","BZN|DE-LU","51236.89","53665.61"
"06/06/2025 19:15 - 06/06/2025 19:30","BZN|DE-LU","50755.53","53168.00"
"06/06/2025 19:30 - 06/06/2025 19:45","BZN|DE-LU","50428.98","52408.31"
"06/06/2025 19:45 - 06/06/2025 20:00","BZN|DE-LU","50324.15","51641.58"
"06/06/2025 20:00 - 06/06/2025 20:15","BZN|DE-LU","49094.90","50976.59"
"06/06/2025 20:15 - 06/06/2025 20:30","BZN|DE-LU","48276.83","50168.89"
"06/06/2025 20:30 - 06/06/2025 20:45","BZN|DE-LU","47703.80","49355.93"
"06/06/2025 20:45 - 06/06/2025 21:00","BZN|DE-LU","46909.59","48515.55"
"06/06/2025 21:00 - 06/06/2025 21:15","BZN|DE-LU","45797.79","47691.39"
"06/06/2025 21:15 - 06/06/2025 21:30","BZN|DE-LU","45525.82","46878.98"
"06/06/2025 21:30 - 06/06/2025 21:45","BZN|DE-LU","44515.61","46180.33"
"06/06/2025 21:45 - 06/06/2025 22:00","BZN|DE-LU","43931.89","45475.05"
"06/06/2025 22:00 - 06/06/2025 22:15","BZN|DE-LU","43169.48","44232.50"
"06/06/2025 22:15 - 06/06/2025 22:30","BZN|DE-LU","42435.65","43763.56"
"06/06/2025 22:30 - 06/06/2025 22:45","BZN|DE-LU","41977.63","43246.42"
"06/06/2025 22:45 - 06/06/2025 23:00","BZN|DE-LU","41724.66","42782.00"
"06/06/2025 23:00 - 06/06/2025 23:15","BZN|DE-LU","41239.27","42199.50"
"06/06/2025 23:15 - 06/06/2025 23:30","BZN|DE-LU","41158.93","41792.20"
"06/06/2025 23:30 - 06/06/2025 23:45","BZN|DE-LU","40736.53","41451.25"
"06/06/2025 23:45 - 07/06/2025 00:00","BZN|DE-LU","40463.76","41209.15"
"07/06/2025 00:00 - 07/06/2025 00:15","BZN|DE-LU","39944.95","40867.68"
"07/06/2025 00:15 - 07/06/2025 00:30","BZN|DE-LU","39817.37","40725.50"
"07/06/2025 00:30 - 07/06/2025 00:45","BZN|DE-LU","39660.79","40550.81"
"07/06/2025 00:45 - 07/06/2025 01:00","BZN|DE-LU","39477.10","40423.28"
"07/06/2025 01:00 - 07/06/2025 01:15","BZN|DE-LU","39107.03","40375.89"
"07/06/2025 01:15 - 07/06/2025 01:30","BZN|DE-LU","38958.59","40331.54"
"07/06/2025 01:30 - 07/06/2025 01:45","BZN|DE-LU","38873.91","40199.20"
"07/06/2025 01:45 - 07/06/2025 02:00","BZN|DE-LU","38725.61","40191.51"
"07/06/2025 02:00 - 07/06/2025 02:15","BZN|DE-LU","38976.59","40277.47"
"07/06/2025 02:15 - 07/06/2025 02:30","BZN|DE-LU","39092.51","40333.03"
"07/06/2025 02:30 - 07/06/2025 02:45","BZN|DE-LU","39024.33","40406.11"
"07/06/2025 02:45 - 07/06/2025 03:00","BZN|DE-LU","38990.10","40475.02"
"07/06/2025 03:00 - 07/06/2025 03:15","BZN|DE-LU","38709.30","40719.71"
"07/06/2025 03:15 - 07/06/2025 03:30","BZN|DE-LU","38603.57","40408.45"
"07/06/2025 03:30 - 07/06/2025 03:45","BZN|DE-LU","38626.85","39954.31"
"07/06/2025 03:45 - 07/06/2025 04:00","BZN|DE-LU","38835.46","40501.90"
"07/06/2025 04:00 - 07/06/2025 04:15","BZN|DE-LU","39292.79","41527.49"
"07/06/2025 04:15 - 07/06/2025 04:30","BZN|DE-LU","39733.04","41636.68"
"07/06/2025 04:30 - 07/06/2025 04:45","BZN|DE-LU","40642.13","42642.09"
"07/06/2025 04:45 - 07/06/2025 05:00","BZN|DE-LU","41015.38","43216.50"
"07/06/2025 05:00 - 07/06/2025 05:15","BZN|DE-LU","41290.61","44109.83"
"07/06/2025 05:15 - 07/06/2025 05:30","BZN|DE-LU","42336.50","44897.51"
"07/06/2025 05:30 - 07/06/2025 05:45","BZN|DE-LU","43230.88","45876.09"
"07/06/2025 05:45 - 07/06/2025 06:00","BZN|DE-LU","43964.66","46732.46"
"07/06/2025 06:00 - 07/06/2025 06:15","BZN|DE-LU","44337.46","47729.59"
"07/06/2025 06:15 - 07/06/2025 06:30","BZN|DE-LU","45554.01","48481.47"
"07/06/2025 06:30 - 07/06/2025 06:45","BZN|DE-LU","46060.09","49195.00"
"07/06/2025 06:45 - 07/06/2025 07:00","BZN|DE-LU","46410.94","50015.61"
"07/06/2025 07:00 - 07/06/2025 07:15","BZN|DE-LU","46562.29","50508.83"
"07/06/2025 07:15 - 07/06/2025 07:30","BZN|DE-LU","47263.75","51025.74"
"07/06/2025 07:30 - 07/06/2025 07:45","BZN|DE-LU","47557.78","51695.55"
"07/06/2025 07:45 - 07/06/2025 08:00","BZN|DE-LU","48792.96","51998.83"
"07/06/2025 08:00 - 07/06/2025 08:15","BZN|DE-LU","48454.13","52034.05"
"07/06/2025 08:15 - 07/06/2025 08:30","BZN|DE-LU","49015.79","52186.10"
"07/06/2025 08:30 - 07/06/2025 08:45","BZN|DE-LU","49637.17","52488.42"
"07/06/2025 08:45 - 07/06/2025 09:00","BZN|DE-LU","50078.66","52704.34"
"07/06/2025 09:00 - 07/06/2025 09:15","BZN|DE-LU","49572.07","52786.08"
"07/06/2025 09:15 - 07/06/2025 09:30","BZN|DE-LU","49543.17","52885.82"
"07/06/2025 09:30 - 07/06/2025 09:45","BZN|DE-LU","49692.34","52830.24"
"07/06/2025 09:45 - 07/06/2025 10:00","BZN|DE-LU","49570.65","52773.83"
"07/06/2025 10:00 - 07/06/2025 10:15","BZN|DE-LU","49388.66","52875.65"
"07/06/2025 10:15 - 07/06/2025 10:30","BZN|DE-LU","49814.89","52613.23"
"07/06/2025 10:30 - 07/06/2025 10:45","BZN|DE-LU","50068.45","52343.74"
"07/06/2025 10:45 - 07/06/2025 11:00","BZN|DE-LU","48854.49","52018.58"
"07/06/2025 11:00 - 07/06/2025 11:15","BZN|DE-LU","48878.54","51504.22"
"07/06/2025 11:15 - 07/06/2025 11:30","BZN|DE-LU","49113.27","51047.84"
"07/06/2025 11:30 - 07/06/2025 11:45","BZN|DE-LU","49399.22","50708.53"
"07/06/2025 11:45 - 07/06/2025 12:00","BZN|DE-LU","48479.36","50363.35"
"07/06/2025 12:00 - 07/06/2025 12:15","BZN|DE-LU","47304.92","49903.15"
"07/06/2025 12:15 - 07/06/2025 12:30","BZN|DE-LU","46966.57","49671.24"
"07/06/2025 12:30 - 07/06/2025 12:45","BZN|DE-LU","47198.12","49336.98"
"07/06/2025 12:45 - 07/06/2025 13:00","BZN|DE-LU","47050.08","49004.64"
"07/06/2025 13:00 - 07/06/2025 13:15","BZN|DE-LU","47347.79","48680.81"
"07/06/2025 13:15 - 07/06/2025 13:30","BZN|DE-LU","47040.98","48283.56"
"07/06/2025 13:30 - 07/06/2025 13:45","BZN|DE-LU","46981.91","48042.44"
"07/06/2025 13:45 - 07/06/2025 14:00","BZN|DE-LU","46107.66","48082.49"
"07/06/2025 14:00 - 07/06/2025 14:15","BZN|DE-LU","46753.32","48268.55"
"07/06/2025 14:15 - 07/06/2025 14:30","BZN|DE-LU","46375.83","48373.85"
"07/06/2025 14:30 - 07/06/2025 14:45","BZN|DE-LU","45771.69","48162.09"
"07/06/2025 14:45 - 07/06/2025 15:00","BZN|DE-LU","46154.40","48412.46"
"07/06/2025 15:00 - 07/06/2025 15:15","BZN|DE-LU","46366.67","49089.26"
"07/06/2025 15:15 - 07/06/2025 15:30","BZN|DE-LU","46425.65","49099.21"
"07/06/2025 15:30 - 07/06/2025 15:45","BZN|DE-LU","46355.08","49227.48"
"07/06/2025 15:45 - 07/06/2025 16:00","BZN|DE-LU","46860.82","49875.37"
"07/06/2025 16:00 - 07/06/2025 16:15","BZN|DE-LU","47454.93","50163.05"
"07/06/2025 16:15 - 07/06/2025 16:30","BZN|DE-LU","47144.27","50695.82"
"07/06/2025 16:30 - 07/06/2025 16:45","BZN|DE-LU","47067.45","50597.24"
"07/06/2025 16:45 - 07/06/2025 17:00","BZN|DE-LU","46754.78","50445.57"
"07/06/2025 17:00 - 07/06/2025 17:15","BZN|DE-LU","46900.74","50595.13"
"07/06/2025 17:15 - 07/06/2025 17:30","BZN|DE-LU","46621.02","50752.54"
"07/06/2025 17:30 - 07/06/2025 17:45","BZN|DE-LU","46557.00","50404.96"
"07/06/2025 17:45 - 07/06/2025 18:00","BZN|DE-LU","46080.43","49977.44"
"07/06/2025 18:00 - 07/06/2025 18:15","BZN|DE-LU","46064.67","49804.92"
